Scenario,Region,Variable,Type,Year,Value
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Nunavut,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2005,6226
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2006,6118
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2007,6128
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2008,5949
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2009,5949
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2010,4487
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2011,4064
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2012,3296
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2013,2291
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2014,153
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Ontario,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Quebec,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2005,1799
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2006,1799
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2007,1822
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2008,1822
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2009,1826
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2010,1826
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2011,1826
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2012,1702
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2013,1636
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2014,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2015,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2016,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2017,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2018,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2019,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2020,1535
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2021,1396
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2022,1257
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2023,1257
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2024,1257
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2025,1257
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2026,966
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2027,966
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2028,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2029,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2030,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2031,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2032,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2033,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2034,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2035,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2036,391
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2037,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2038,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2039,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2040,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2041,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2042,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2043,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2044,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2045,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2046,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2047,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2048,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2049,115
Evolving Policies,Saskatchewan,Coal & Coke,Primary Fuel,2050,115
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Yukon,Coal & Coke,Primary Fuel,2050,0
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2005,869
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2006,874
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2007,874
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2008,874
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2009,874
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2010,874
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2011,879
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2012,894
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2013,894
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2014,894
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2015,894
